EFFECTIVE DATE: 02 JANUARY 2026,,,,,,,,,
SKU,Detailed Description,Support Pricing Information,Product Family,Product Sub-Family,Country of Origin (COO),End of Sale,End of Life,EOS Replacement SKU,Support Available
SMT-HC1-GEN2-INSSL-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1, SSL Decryption for Inline and Out of Band Tools Feature License.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 2 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN2-NF1-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1 license, NetFlow Generation feature .   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 2 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN2-SSL-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1, SSL Decryption for Out of Band Tools Feature License.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 2 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN2-TUN-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1 license, Tunneling feature (includes ERSPAN De-Encapsulation).   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 2 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN2-UPGINSSL-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1, SSL Decryption Upgrade for Inline Tools Feature License per GigaSMART module.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 2 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-5GC-SW-TM,Monthly term license for GigaSMART 5G Filtering and Correlation feature license per GigaSMART module on GigaVUE-HC1 Gen3 GigaSMART Module (SMT-HC1-GEN3-GTPMAX-SW-TM). Includes Bundled Elite-Plus Software Support.,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AFI,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 module, Application Filtering Intelligence feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AFI-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1 Gen3 module Application Filtering Intelligence feature. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AFS-PL,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 license, Advanced Flow Slicing. Desired Software support program must be added. (RESTRICTED SKU - only valid on a Gigamon-approved quote)",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AFS-SW-TM,Monthly subscription license for Advanced Flow Slicing (1 Month ) – GigaVUE-HC1 Gen 3 (12-month Minimum). *Includes bundled Elite-Plus Support.,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AMI,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 module, Application Metadata Intelligence feature license. Includes v5, v9 NetFlow and protocol metadata. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AMI-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1 Gen3 module Application Metadata Intelligence feature. Includes v5, v9 NetFlow Generation and protocol metadata. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-APF,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 module, Adaptive Packet Filtering feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-APF-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1 Gen3 module. Adaptive Packet Filtering feature license. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AT1,"GigaSMART, GigaVUE-HC1, Advanced Tunneling feature license per GigaVUE-HC1 Gen3 GigaSMART module; includes tunnel encapsulation and tunnel decapsulation. Requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-AT1-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1, Advanced Tunneling feature license per GigaVUE-HC1 Gen3 GigaSMART module; includes tunnel encapsulation and tunnel decapsulation. Requires SMT-HC1-S.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 3 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-BN-ZTA-SW-TM,"Bundle of GigaSMART applications needed to enable pervasive visibility for Zero Trust Environments. Includes NetFlow, SSL Decrypt, ICAP for inline SSL, AMI, AFI, Header Stripping, APF, DeDupe, and bundled Elite-Plus Support. Requires SMT-HC1-S. Standard GigaSMART Operations Compatibility apply.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-DD1,"GigaSMART, GigaVUE-HC1, De-Duplication feature license for GigaVUE-HC1 Gen3 GigaSMART module; requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-DD1-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1, De-Duplication feature license for GigaVUE-HC1 Gen3 GigaSMART module; requires SMT-HC1-S.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 3 license.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-FVU-PL,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3, FlowVUE feature license per GigaSMART module. Desired Software Support Program must be added. Valid only on GigaSMART GigaVUE-HC1 Gen 3 addon module to GigaVUE-HC1P.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-FVU-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1 Gen3, FlowVUE feature license per GigaSMART module. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. Valid only on GigaSMART GigaVUE-HC1 Gen 3 addon module to GigaVUE-HC1P.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-GTPMAX-PL,"GigaSMART, GigaVUE-HC1 Gen3, GTP Filtering & Correlation feature license per GigaSMART module, Maximum subscribers. Valid only on GigaSMART GigaVUE-HC1 Gen 3 addon module to GigaVUE-HC1P",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-GTPMAX-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1 Gen 3, GTP Filtering & Correlation feature license per GigaSMART module, Maximum subscribers.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  Valid only on GigaVUE-HC1 Gen 3 addon module to GigaVUE-HC1P",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-HS1-PL,"Perpetual license for GigaSMART, GigaVUE-HC1 built-in Gen3 module, Header Stripping feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-HS1-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1, Header Stripping feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-INSSL-PL,"Perpetual license for GigaSMART, GigaVUE-HC1 built-in Gen3 module, SSL Decryption for inline and out of band tools feature license. Includes ICAP for inline SSL. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-INSSL-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1, SSL Decryption for inline and Out of Band tools feature License. Includes ICAP for inline SSL. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-NF1,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 module, NetFlow (v5,v9) and IPFIX feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-NF1-SW-TM,"Monthly term license for GigaSMART, GigaVUE-HC1 Gen3 module, NetFlow (v5,v9) and IPFIX feature license. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-SSL,"Perpetual license for GigaSMART, GigaVUE-HC1 Gen3 module, SSL Decryption for Out of Band Tools feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC1-S",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-GEN3-SSL-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1 Gen3 module, SSL Decryption for Out of Band Tools feature license. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC1-S.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-HS1,"GigaSMART, GigaVUE-HC1 license, Header Stripping feature",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-INSSL,"GigaSMART, GigaVUE-HC1, SSL Decryption for Inline and Out of Band Tools feature license",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-NF1,"Perpetual license for GigaSMART, GigaVUE-HC1 license, NetFlow (v5,v9) and IPFIX Generation feature.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-S,"Gen3 GigaSMART module on GigaVUE-HC1-Plus/HC1/HCT. Includes  Slicing, Masking & Source Port Labeling (Only works with feature licenses & bundles that have a 'SMT-HC1-Gen3' prefix).",,GigaVUE H Series,GigaVUE-HC1,Mexico,,,,TRUE
SMT-HC1-S-HW,"Gen3 GigaSMART, GigaVUE-HC1-Plus/HC1/HCT, Module. Hardware only. Must pair with appropriate GigaVUE-OS Software License.",,GigaVUE H Series,GigaVUE-HC1,Mexico,,,,TRUE
SMT-HC1-S-SW-TM,"Monthly term license for GigaVUE-OS Software License on SMT-HC1-S-HW. Enables GigaSMART Slicing, Masking & Source Port Labeling. Includes embedded Elite-Plus Software Support Program.",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-SSL,"GigaSMART, GigaVUE-HC1, SSL Decryption for Out of Band Tools Feature License",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-TUN,"GigaSMART, GigaVUE-HC1 license, Tunneling feature (includes ERSPAN De-Encapsulation)",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGAFI,Application Filtering Intelligence - Upgrade from ASF - GigaVUE-HC1.,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGBN-NV,Upgrade SKU from CoreVUE to NetVUE GigaSMART software bundle for GigaVUE-HC1. Includes bundled Elite-Plus Support,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGBN-NVP,Upgrade SKU from NetVUE to NetVUE Plus GigaSMART software bundle for GigaVUE-HC1. Includes bundled Elite-Plus Support,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGBN-SV,Upgrade SKU from CoreVUE to SecureVUE GigaSMART software bundle for GigaVUE-HC1. Includes bundled Elite-Plus Support,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGBN-SVP,Upgrade SKU from SecureVUE to SecureVUE Plus GigaSMART software bundle for GigaVUE-HC1. Includes bundled Elite-Plus Support.,,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1-UPGINSSL,"GigaSMART, GigaVUE-HC1, SSL Decryption Upgrade for Inline Tools Feature License per GigaSMART module",,GigaVUE H Series,GigaVUE-HC1,United States,,,,TRUE
SMT-HC1P-GEN3-AFI-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, Application Filtering Intelligence feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AFI-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, Application Filtering Intelligence Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AFS-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P Gen 3 license, Advanced Flow Slicing. Desired Software support program must be added. (RESTRICTED SKU - only valid on a Gigamon-approved quote)",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AFS-SW-TM,Monthly subscription license for Advanced Flow Slicing (1 Month ) – GigaVUE-HC1P Gen3 (12-month Minimum). *Includes bundled Elite-Plus Support.,,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AMI-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, Application Metadata Intelligence feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AMI-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, Application Metadata Intelligence Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-APF-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, Adaptive Packet Filtering feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-APF-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, Adaptive Packet Filtering Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AT1-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, Advanced Tunneling feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-AT1-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, Advanced Tunneling Filtering Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-BN-ZTA-SW-TM,"Bundle of GigaSMART applications needed to enable pervasive visibility for Zero Trust Environments. Includes NetFlow, SSL Decrypt, ICAP for inline SSL, AMI, AFI, Header Stripping, APF, DeDupe, and bundled Elite-Plus Support. Requires HC1-P chassis. Standard GigaSMART Operations Compatibility apply.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-DD1-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, De-Duplication feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-DD1-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, De-Duplication Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-FVU-PL,"Perpetual license for  GigaSMART, GigaVUE-HC1P Gen3, FlowVUE feature license per GigaSMART module.  Desired Software Support Program must be added.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-FVU-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1P Gen3, FlowVUE feature license per GigaSMART module.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-GTPMAX-PL,"GigaSMART, GigaVUE-HC1P Gen3, GTP Filtering & Correlation feature license per GigaSMART module, Maximum subscribers",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-GTPMAX-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1P Gen 3, GTP Filtering & Correlation feature license per GigaSMART module, Maximum subscribers.   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-HS1-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, Header Stripping feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-HS1-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, Header Stripping feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-INSSL-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, SSL Decryption for inline and out of band tools feature license. Includes ICAP for inline SSL. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-INSSL-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC1P, SSL Decryption for Inline and Out of Band Tools Feature License. Includes ICAP for inline SSL. Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.  This is a Gen 3 license and requires a HC1P chassis.​",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-NF1-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, NetFlow (v5,v9) and IPFIX feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-NF1-SW-TM,"Monthly term license for GigaSMART, GigaVUE-HC1P, NetFlow (v5,v9) and IPFIX feature license. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-SSL-PL,"Perpetual license for GigaSMART, GigaVUE-HC1P built-in Gen3 module, SSL Decryption for Out of Band Tools feature license. Desired Software Support must be added. This is a Gen 3 license and requires HC1P chassis",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC1P-GEN3-SSL-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC1P, SSL Decryption for Out of Band Tools Feature License. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires a HC1P chassis.",,GigaVUE H Series,GigaVUE-HC1-Plus,United States,,,,TRUE
SMT-HC3-AFSP,"GigaSMART, GigaVUE-HC3, Advanced Flow Slicing and Enhanced Load Balancing per GigaSMART module (perpetual)",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-C08,"Gen3 GigaSMART, GigaVUE-HC3, Module, 8x100G QSFP28 cages (includes Slicing, Masking, GigaVUE Tunneling De-Encapsulation & Source Port Labeling).",,GigaVUE H Series,GigaVUE-HC3,Mexico,,,,TRUE
SMT-HC3-C08-HW,"Gen3 GigaSMART, GigaVUE-HC3, Module, 8x100G QSFP28 cages. Hardware only. Must pair with appropriate GigaVUE-OS Software License.",,GigaVUE H Series,GigaVUE-HC3,Mexico,,,,TRUE
SMT-HC3-C08-SW-TM,"Monthly term license for GigaVUE-OS Term Software License on SMT-HC3-C08-HW. Enables GigaSMART Slicing, Masking, GigaVUE Tunneling De-Encapsulation & Source Port Labeling. Includes embedded Elite-Plus Software Support Program.",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN2-AFS-SW-PL,"Perpetual license for GigaSMART, GigaVUE-HC3 license, Advanced Flow Slicing. Desired Software support program must be added. This is a GEN2 license.",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN2-BN-ZTA-SW-TM,"Bundle of GigaSMART applications needed to enable pervasive visibility for  Zero Trust Environments.  Includes NetFlow, Inline SSL Decrypt, AMI, AFI Header Stripping, APF and DeDupe.  Includes bundled Elite-Plus Support.  Requires SMT-HC3-C05. Standard GigaSMART Operations Compatibility apply.",,GigaVUE H Series,GigaVUE-HC3,United States,7/31/2023,7/31/2028,SMT-HC3-GEN3-BN-ZTA-SW-TM,TRUE
SMT-HC3-GEN2-VDR-SW-PL,"Perpetual license for GigaSMART, GigaVUE-HC3 license, Video Fata Record Generation for Nokia AVA Platform. Desired Software support program must be added. This is a GEN2 license.",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN3-5GC-PL,"Feature license for GigaSMART, GigaVUE-HC3 Gen3, 5G Correlation, including SUPI-based load-balancing. Requires a base GTP Correlation license (e.g. SMT-HC3-GEN3-GTPMAX).",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN3-5GC-SW-TM,"Monthly subscription license for  GigaSMART, GigaVUE-HC3 Gen3, 5G Correlation, including SUPI-based load-balancing. Requires a base GTP Correlation license (e.g. SMT-HC3-GEN3-GTPMAX-SW-TM).   Includes embedded Elite-Plus Support.  Initial term must be 12 months or longer.",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN3-AFI,"Perpetual license for GigaSMART, GigaVUE-HC3 Gen3 module, Application Filtering Intelligence feature license. Desired Software Support must be added. This is a Gen 3 license and requires SMT-HC3-C08",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
SMT-HC3-GEN3-AFI-SW-TM,"Monthly subscription license for GigaSMART, GigaVUE-HC3 Gen3 module Application Filtering Intelligence feature. Includes embedded Elite-Plus Support. Initial term must be 12 months or longer. This is a Gen 3 license and requires SMT-HC3-C08.",,GigaVUE H Series,GigaVUE-HC3,United States,,,,TRUE
